GeoID,GeoIDTwo,GeoDisplay,Total,PercentBelow,PercentBelowError,TotalMale,PercentBelowMale,PercentBelowMaleError,TotalFemale,PercentBelowFemale,PercentBelowFemaleError
1400000US19061000300,19061000300,"Census Tract 3, Dubuque County, Iowa",1941,6.2,3.9,810,5.4,5.5,1131,6.8,4
1400000US19061000400,19061000400,"Census Tract 4, Dubuque County, Iowa",4006,19.9,6.5,1925,15.4,8,2081,24,7.6
1400000US19061000500,19061000500,"Census Tract 5, Dubuque County, Iowa",3893,32.4,10.1,1807,25.5,10.6,2086,38.4,11.6
1400000US19061000600,19061000600,"Census Tract 6, Dubuque County, Iowa",2676,16,6.2,1230,7.3,4.6,1446,23.3,9.5
1400000US19061000701,19061000701,"Census Tract 7.01, Dubuque County, Iowa",2463,14.2,6.7,1162,9.6,9.6,1301,18.3,9.2
1400000US19061000702,19061000702,"Census Tract 7.02, Dubuque County, Iowa",2854,14.9,5.8,1389,16,8.5,1465,13.8,6
1400000US19061000801,19061000801,"Census Tract 8.01, Dubuque County, Iowa",4280,8.8,3.8,1947,7,4.3,2333,10.3,4.8
1400000US19061000802,19061000802,"Census Tract 8.02, Dubuque County, Iowa",3491,2.3,1.5,1831,1.7,1.4,1660,2.8,2.1
1400000US19061000900,19061000900,"Census Tract 9, Dubuque County, Iowa",3390,9.1,5,1727,5.6,3.1,1663,12.7,8.3
1400000US19061001101,19061001101,"Census Tract 11.01, Dubuque County, Iowa",3598,5,4.6,1712,4.6,4.8,1886,5.5,4.8
1400000US19061001102,19061001102,"Census Tract 11.02, Dubuque County, Iowa",6746,9.4,4.4,3267,6.7,3.6,3479,11.9,6.3
1400000US19061001201,19061001201,"Census Tract 12.01, Dubuque County, Iowa",3533,12.7,5,1513,10,5.3,2020,14.8,7.1
1400000US19061001202,19061001202,"Census Tract 12.02, Dubuque County, Iowa",1614,10.5,3.6,802,9.4,4.5,812,11.7,4.9
1400000US19061001204,19061001204,"Census Tract 12.04, Dubuque County, Iowa",2034,1.7,5.4,1116,0.8,2.9,918,2.7,8.4
1400000US19061001205,19061001205,"Census Tract 12.05, Dubuque County, Iowa",4153,4.2,3.2,2109,3.7,3.5,2044,4.7,3.3
1400000US19061010101,19061010101,"Census Tract 101.01, Dubuque County, Iowa",2104,17.8,10.6,1077,20.1,12.8,1027,15.4,9.5
1400000US19061010103,19061010103,"Census Tract 101.03, Dubuque County, Iowa",2582,9.6,4.9,1214,10.3,5.7,1368,9.1,5.9
1400000US19061010104,19061010104,"Census Tract 101.04, Dubuque County, Iowa",4227,4.5,4.3,2157,3.1,2.2,2070,5.9,7
1400000US19061010105,19061010105,"Census Tract 101.05, Dubuque County, Iowa",3824,2.5,2,1930,1.8,1.8,1894,3.2,2.7
1400000US19061010201,19061010201,"Census Tract 102.01, Dubuque County, Iowa",5413,3.6,1.6,2684,3.2,1.8,2729,4,2.2
1400000US19061010202,19061010202,"Census Tract 102.02, Dubuque County, Iowa",4134,4.8,1.9,2158,4.5,2.1,1976,5.1,2.3
1400000US19061010300,19061010300,"Census Tract 103, Dubuque County, Iowa",3143,9.6,4.2,1572,12.3,5.6,1571,6.9,3.4
1400000US19061010400,19061010400,"Census Tract 104, Dubuque County, Iowa",3603,7.4,2.1,1789,6.8,2.6,1814,7.9,3
1400000US19061010500,19061010500,"Census Tract 105, Dubuque County, Iowa",4274,9.5,4,2165,10,4.9,2109,8.9,4.1
1400000US19061010600,19061010600,"Census Tract 106, Dubuque County, Iowa",3344,6.5,3.3,1788,5.8,3.7,1556,7.2,4.1
1400000US19063070100,19063070100,"Census Tract 701, Emmet County, Iowa",1929,6.9,2.2,953,5.2,2.7,976,8.5,3
1400000US19063070200,19063070200,"Census Tract 702, Emmet County, Iowa",1616,3.8,2,797,4.4,3.5,819,3.2,1.7
1400000US19063070300,19063070300,"Census Tract 703, Emmet County, Iowa",2690,6.4,2.8,1383,5.1,3.8,1307,7.7,3.5
1400000US19063070400,19063070400,"Census Tract 704, Emmet County, Iowa",3370,18.8,7.7,1789,18.9,8.7,1581,18.6,8.7
1400000US19065080100,19065080100,"Census Tract 801, Fayette County, Iowa",2691,10.7,4.6,1174,6.9,4.4,1517,13.7,6
1400000US19065080200,19065080200,"Census Tract 802, Fayette County, Iowa",3159,17.3,5.1,1611,18.1,6.3,1548,16.5,5.9
1400000US19065080300,19065080300,"Census Tract 803, Fayette County, Iowa",2316,6.4,3.6,1161,4.5,3.3,1155,8.4,4.4
1400000US19065080400,19065080400,"Census Tract 804, Fayette County, Iowa",3183,11.8,6.1,1530,15.4,8.7,1653,8.6,4.7
1400000US19065080500,19065080500,"Census Tract 805, Fayette County, Iowa",3454,16.6,7.6,1701,15.8,7.8,1753,17.5,8.4
1400000US19065080600,19065080600,"Census Tract 806, Fayette County, Iowa",2506,14.2,5.9,1251,13.5,5.8,1255,15,6.5
1400000US19065080700,19065080700,"Census Tract 807, Fayette County, Iowa",2812,9.5,3.1,1485,6.6,3,1327,12.8,4.9
1400000US19067480100,19067480100,"Census Tract 4801, Floyd County, Iowa",2736,14.3,5.7,1427,14.4,6.4,1309,14.1,5.7
1400000US19067480200,19067480200,"Census Tract 4802, Floyd County, Iowa",2602,7.2,3.2,1286,5.8,3,1316,8.6,4.2
1400000US19067480300,19067480300,"Census Tract 4803, Floyd County, Iowa",2567,6.8,2.9,1358,4.9,2.8,1209,8.9,3.5
1400000US19067480400,19067480400,"Census Tract 4804, Floyd County, Iowa",3288,16.4,6.3,1489,11.2,6.3,1799,20.7,7.8
1400000US19067480500,19067480500,"Census Tract 4805, Floyd County, Iowa",4686,14.1,3.5,2266,12.3,4.1,2420,15.7,4.3
1400000US19069360100,19069360100,"Census Tract 3601, Franklin County, Iowa",3045,9.8,3.4,1497,9.1,4.4,1548,10.5,3.7
1400000US19069360200,19069360200,"Census Tract 3602, Franklin County, Iowa",4749,13.3,4.5,2247,10,5.7,2502,16.2,4.8
1400000US19069360300,19069360300,"Census Tract 3603, Franklin County, Iowa",2712,10.8,4.5,1488,7.3,3.9,1224,15.2,7
1400000US19071970100,19071970100,"Census Tract 9701, Fremont County, Iowa",2285,7.2,2.3,1127,7.9,3.2,1158,6.6,2
1400000US19071970200,19071970200,"Census Tract 9702, Fremont County, Iowa",2639,8.6,3.1,1374,6.4,3.1,1265,11.1,4.4
1400000US19071970300,19071970300,"Census Tract 9703, Fremont County, Iowa",2261,11.5,3.5,1053,15.3,5.2,1208,8.3,3
1400000US19073080100,19073080100,"Census Tract 801, Greene County, Iowa",2090,16.9,8.4,1079,16.2,8.2,1011,17.7,9.1
1400000US19073080200,19073080200,"Census Tract 802, Greene County, Iowa",2571,14.2,5.2,1321,12.6,6.8,1250,15.9,6.2
1400000US19073080300,19073080300,"Census Tract 803, Greene County, Iowa",2711,6.3,2.7,1244,4.2,2.8,1467,8.1,4.1
1400000US19073080500,19073080500,"Census Tract 805, Greene County, Iowa",1770,8.6,3.6,865,6.9,3.3,905,10.2,4.9
1400000US19075960100,19075960100,"Census Tract 9601, Grundy County, Iowa",4335,6.6,3.2,2178,5.1,3.4,2157,8.2,4.5
1400000US19075960200,19075960200,"Census Tract 9602, Grundy County, Iowa",3089,5,2.6,1536,5.8,4.1,1553,4.1,2.3
1400000US19075960300,19075960300,"Census Tract 9603, Grundy County, Iowa",2826,7.4,3.9,1300,5.7,3.9,1526,8.8,4.6
1400000US19075960400,19075960400,"Census Tract 9604, Grundy County, Iowa",2033,7.7,4.1,1039,6.5,3.7,994,8.9,5.5
1400000US19077950100,19077950100,"Census Tract 9501, Guthrie County, Iowa",4157,7.3,2.8,2034,6.5,3.4,2123,8.1,3.1
1400000US19077950200,19077950200,"Census Tract 9502, Guthrie County, Iowa",2360,11.3,5.2,1235,7.5,3.9,1125,15.5,7.9
1400000US19077950300,19077950300,"Census Tract 9503, Guthrie County, Iowa",4136,10,3.3,2038,8.4,3.4,2098,11.5,3.8
1400000US19079960100,19079960100,"Census Tract 9601, Hamilton County, Iowa",1933,7,3.5,976,5.5,3.1,957,8.6,5.5
1400000US19079960200,19079960200,"Census Tract 9602, Hamilton County, Iowa",3490,9.3,5.8,1751,7.5,5.5,1739,11,6.3
1400000US19079960300,19079960300,"Census Tract 9603, Hamilton County, Iowa",3180,22.4,7.1,1555,20.5,7.7,1625,24.2,8.6
1400000US19079960400,19079960400,"Census Tract 9604, Hamilton County, Iowa",4847,9.9,4.8,2429,9.8,5.6,2418,9.9,5.5
1400000US19079960500,19079960500,"Census Tract 9605, Hamilton County, Iowa",1849,7.5,3,907,6.8,3.9,942,8.2,3.8
1400000US19081270100,19081270100,"Census Tract 2701, Hancock County, Iowa",3640,10.1,5.4,1855,10.8,5.7,1785,9.3,5.9
1400000US19081270200,19081270200,"Census Tract 2702, Hancock County, Iowa",2596,9.6,4.8,1401,7.6,3.9,1195,11.8,7.4
1400000US19081270300,19081270300,"Census Tract 2703, Hancock County, Iowa",2745,7.2,4.6,1286,7.9,6.9,1459,6.6,3.1
1400000US19081270400,19081270400,"Census Tract 2704, Hancock County, Iowa",2126,12.1,3.7,1020,11.8,4.1,1106,12.5,4.4
1400000US19083480100,19083480100,"Census Tract 4801, Hardin County, Iowa",2661,12,4.9,1307,11.4,5.1,1354,12.6,5.2
1400000US19083480200,19083480200,"Census Tract 4802, Hardin County, Iowa",1904,15.8,6.3,934,12.3,7.3,970,19.2,8.4
1400000US19083480300,19083480300,"Census Tract 4803, Hardin County, Iowa",3692,6.7,3.8,1860,7,3.9,1832,6.4,5.1
1400000US19083480400,19083480400,"Census Tract 4804, Hardin County, Iowa",2879,8.2,2.3,1466,6.7,3,1413,9.7,3.1
1400000US19083480500,19083480500,"Census Tract 4805, Hardin County, Iowa",2881,7.1,2.9,1378,5.8,2.4,1503,8.3,4.2
1400000US19083480600,19083480600,"Census Tract 4806, Hardin County, Iowa",2639,10.7,5.3,1302,8.1,5.9,1337,13.3,5.7
1400000US19085290100,19085290100,"Census Tract 2901, Harrison County, Iowa",2467,11.7,3.9,1299,9.6,4.3,1168,14,4.3
1400000US19085290200,19085290200,"Census Tract 2902, Harrison County, Iowa",3734,10.3,3.7,1913,9.6,4.5,1821,11,3.6
1400000US19085290300,19085290300,"Census Tract 2903, Harrison County, Iowa",2876,10.8,3.5,1374,9.5,4.1,1502,12.1,4
1400000US19085290400,19085290400,"Census Tract 2904, Harrison County, Iowa",3172,9.9,4.5,1573,9.1,5.5,1599,10.8,4.4
1400000US19085290500,19085290500,"Census Tract 2905, Harrison County, Iowa",2242,5.8,4.9,1038,4,4.8,1204,7.3,5.3
1400000US19087970100,19087970100,"Census Tract 9701, Henry County, Iowa",4105,15.6,4.9,1856,11.9,5.9,2249,18.6,5.9
1400000US19087970200,19087970200,"Census Tract 9702, Henry County, Iowa",3128,12.1,4.8,1735,12.9,6.4,1393,11.2,5.4
1400000US19087970300,19087970300,"Census Tract 9703, Henry County, Iowa",4095,21.6,6.6,1992,17.6,7.7,2103,25.4,7.5
1400000US19087970400,19087970400,"Census Tract 9704, Henry County, Iowa",4243,18.1,5.1,2065,18,6.1,2178,18.2,5.3
1400000US19087970500,19087970500,"Census Tract 9705, Henry County, Iowa",3582,17.7,6,1915,18.5,6.9,1667,16.7,6.1
1400000US19089960100,19089960100,"Census Tract 9601, Howard County, Iowa",3890,13.1,4.7,1839,10.7,5,2051,15.4,5.2
1400000US19089960200,19089960200,"Census Tract 9602, Howard County, Iowa",2594,10.3,3.9,1353,7,4.7,1241,13.9,4.5
1400000US19089960300,19089960300,"Census Tract 9603, Howard County, Iowa",2877,9.2,3.5,1429,9.6,4.9,1448,8.9,3.7
1400000US19091970100,19091970100,"Census Tract 9701, Humboldt County, Iowa",2301,3.8,1.4,1186,2.6,1.5,1115,5,2
1400000US19091970200,19091970200,"Census Tract 9702, Humboldt County, Iowa",1774,11.6,4.5,956,8.8,4.8,818,14.9,6
1400000US19091970300,19091970300,"Census Tract 9703, Humboldt County, Iowa",2875,15,6.8,1453,11.6,6.3,1422,18.4,8
1400000US19091970400,19091970400,"Census Tract 9704, Humboldt County, Iowa",2638,13.2,6.1,1131,6.7,4.8,1507,18,9
1400000US19093090100,19093090100,"Census Tract 901, Ida County, Iowa",2542,10,2.6,1369,8.5,2.9,1173,11.7,3.7
1400000US19093090200,19093090200,"Census Tract 902, Ida County, Iowa",2085,15.4,5.4,1030,9.9,5.9,1055,20.9,6.9
1400000US19093090300,19093090300,"Census Tract 903, Ida County, Iowa",2280,14.2,5.4,1112,14,5.2,1168,14.3,6.7
1400000US19095960100,19095960100,"Census Tract 9601, Iowa County, Iowa",3427,3.2,2.4,1756,5.3,3.7,1671,0.9,1.4
1400000US19095960200,19095960200,"Census Tract 9602, Iowa County, Iowa",4083,14.6,3.9,2038,11.2,4.4,2045,17.9,4.5
1400000US19095960300,19095960300,"Census Tract 9603, Iowa County, Iowa",3218,9.5,3.3,1597,9.6,3.7,1621,9.3,3.5
1400000US19095960400,19095960400,"Census Tract 9604, Iowa County, Iowa",5258,10.8,5.5,2549,12.5,8.7,2709,9.3,3.4
1400000US19097950100,19097950100,"Census Tract 9501, Jackson County, Iowa",2600,8.7,3.4,1465,9.1,4.2,1135,8.2,3.8
1400000US19097950200,19097950200,"Census Tract 9502, Jackson County, Iowa",3486,8.3,3.6,1770,6.4,3.3,1716,10.4,4.3
1400000US19097950300,19097950300,"Census Tract 9503, Jackson County, Iowa",3477,8,2.8,1763,6,2.5,1714,10,4.1
1400000US19097950400,19097950400,"Census Tract 9504, Jackson County, Iowa",3705,5.6,3.4,1824,3.7,3.4,1881,7.5,4.4
1400000US19097950500,19097950500,"Census Tract 9505, Jackson County, Iowa",3964,24.1,6.6,1881,24.8,7.4,2083,23.4,8.1
1400000US19097950600,19097950600,"Census Tract 9506, Jackson County, Iowa",2322,19.2,8.7,997,20.1,10.2,1325,18.6,9.2
1400000US19099040100,19099040100,"Census Tract 401, Jasper County, Iowa",3701,7.8,2.8,1958,6.2,3,1743,9.6,4.1
1400000US19099040200,19099040200,"Census Tract 402, Jasper County, Iowa",3983,8.9,4.1,2017,8.1,4.6,1966,9.7,4.1
1400000US19099040300,19099040300,"Census Tract 403, Jasper County, Iowa",2462,14.4,6.7,1056,10.8,10.2,1406,17.1,7.5
1400000US19099040400,19099040400,"Census Tract 404, Jasper County, Iowa",4821,20.7,7.2,2187,17.4,8.3,2634,23.5,7.7
1400000US19099040500,19099040500,"Census Tract 405, Jasper County, Iowa",5232,20.2,6.9,2525,16.2,7.9,2707,23.8,8
1400000US19099040600,19099040600,"Census Tract 406, Jasper County, Iowa",2863,15.8,8.3,1495,12,8.6,1368,20,9.7
1400000US19099040700,19099040700,"Census Tract 407, Jasper County, Iowa",5016,9,2.5,2384,8.8,3,2632,9.2,2.9
1400000US19099040800,19099040800,"Census Tract 408, Jasper County, Iowa",3831,8.5,4.4,2037,7.4,4.7,1794,9.8,4.6
1400000US19099040900,19099040900,"Census Tract 409, Jasper County, Iowa",2942,3.2,1.6,1644,2.4,1.4,1298,4.2,2
1400000US19101090100,19101090100,"Census Tract 901, Jefferson County, Iowa",3141,12.6,5.7,1694,13.9,6.7,1447,11.1,5.4
1400000US19101090200,19101090200,"Census Tract 902, Jefferson County, Iowa",3300,6.2,2.9,1620,4.4,3.7,1680,7.9,3.5
1400000US19101090300,19101090300,"Census Tract 903, Jefferson County, Iowa",5012,22.6,9.6,2219,20,8.2,2793,24.7,12.2
1400000US19101090400,19101090400,"Census Tract 904, Jefferson County, Iowa",4004,13.8,4.7,2100,12.7,4.9,1904,15,6.3
1400000US19103000100,19103000100,"Census Tract 1, Johnson County, Iowa",5342,23.1,10.4,2646,20.7,8.1,2696,25.5,14.1
1400000US19103000200,19103000200,"Census Tract 2, Johnson County, Iowa",2533,20.9,7.6,1096,19.3,9,1437,22.1,9.6
1400000US19103000301,19103000301,"Census Tract 3.01, Johnson County, Iowa",7857,4,1.9,3581,3.9,2.3,4276,4,2.4
1400000US19103000302,19103000302,"Census Tract 3.02, Johnson County, Iowa",5763,18.1,6,2725,18.3,6.1,3038,17.9,7.4
1400000US19103000400,19103000400,"Census Tract 4, Johnson County, Iowa",6510,26.9,6.7,3319,26.2,7.9,3191,27.6,7.3
1400000US19103000500,19103000500,"Census Tract 5, Johnson County, Iowa",7604,18.4,4.2,3762,19,4.7,3842,17.9,5.3
1400000US19103000600,19103000600,"Census Tract 6, Johnson County, Iowa",3183,32.2,5.9,1810,30.3,8.6,1373,34.6,8.5
1400000US19103001100,19103001100,"Census Tract 11, Johnson County, Iowa",3841,56.4,5,2043,55,8.9,1798,58,6
1400000US19103001200,19103001200,"Census Tract 12, Johnson County, Iowa",1848,12.7,5.6,916,13.4,7.9,932,12,7.2
1400000US19103001300,19103001300,"Census Tract 13, Johnson County, Iowa",2958,2.4,1.8,1429,1.9,1.6,1529,2.9,2.9
1400000US19103001400,19103001400,"Census Tract 14, Johnson County, Iowa",4415,9.3,3.7,2130,9.2,4.9,2285,9.5,3.9
1400000US19103001500,19103001500,"Census Tract 15, Johnson County, Iowa",2710,15.1,5.4,1360,18.2,7.8,1350,12,5.6
1400000US19103001600,19103001600,"Census Tract 16, Johnson County, Iowa",7006,70.4,4.6,4223,71.2,5.2,2783,69.2,8.8
1400000US19103001700,19103001700,"Census Tract 17, Johnson County, Iowa",3076,14.8,6.5,1425,6.7,6,1651,21.7,10.4
1400000US19103001801,19103001801,"Census Tract 18.01, Johnson County, Iowa",4829,14.4,5.3,2448,14.5,7,2381,14.3,6.4
1400000US19103001802,19103001802,"Census Tract 18.02, Johnson County, Iowa",3665,18.8,7.9,1874,16.7,9,1791,21,10
1400000US19103002100,19103002100,"Census Tract 21, Johnson County, Iowa",1490,79.5,7.5,490,70.6,10,1000,83.9,8.2
1400000US19103002300,19103002300,"Census Tract 23, Johnson County, Iowa",2445,29.4,7.1,1262,25,10.8,1183,34.1,9.1
1400000US19103010100,19103010100,"Census Tract 101, Johnson County, Iowa",6614,1.7,1.3,3355,1,0.8,3259,2.5,2.4
1400000US19103010200,19103010200,"Census Tract 102, Johnson County, Iowa",4441,2.2,1.8,2275,2,1.6,2166,2.4,2.5
1400000US19103010301,19103010301,"Census Tract 103.01, Johnson County, Iowa",9879,7.3,5,5010,7.2,5.3,4869,7.4,5.3
1400000US19103010302,19103010302,"Census Tract 103.02, Johnson County, Iowa",11897,4.9,2.5,5742,6.1,3.6,6155,3.7,2.4
1400000US19103010400,19103010400,"Census Tract 104, Johnson County, Iowa",6262,9.2,4,3118,8.6,4.3,3144,9.8,4.7
1400000US19103010500,19103010500,"Census Tract 105, Johnson County, Iowa",7225,5.3,2.5,3596,3.5,2.4,3629,7.2,3.1
1400000US19105070100,19105070100,"Census Tract 701, Jones County, Iowa",4494,10.2,4.3,2325,9.8,4.4,2169,10.6,4.9
1400000US19105070300,19105070300,"Census Tract 703, Jones County, Iowa",3528,9.4,3.8,1561,9,4.5,1967,9.7,4.3
1400000US19105070400,19105070400,"Census Tract 704, Jones County, Iowa",4636,7,2.2,2309,6.1,2.2,2327,7.9,2.8
1400000US19105070500,19105070500,"Census Tract 705, Jones County, Iowa",2558,9.9,3.9,1237,8.1,4.9,1321,11.5,4.6
1400000US19105070600,19105070600,"Census Tract 706, Jones County, Iowa",4060,7.2,3.7,2051,5.3,3.2,2009,9.1,5.6
1400000US19107080100,19107080100,"Census Tract 801, Keokuk County, Iowa",2129,11.7,3.8,1021,11.9,4.9,1108,11.5,3.8
1400000US19107080200,19107080200,"Census Tract 802, Keokuk County, Iowa",2518,13.5,4,1232,12.4,4.4,1286,14.5,4.9
1400000US19107080300,19107080300,"Census Tract 803, Keokuk County, Iowa",2755,12.2,4.2,1403,9.8,4.3,1352,14.6,5.3
1400000US19107080400,19107080400,"Census Tract 804, Keokuk County, Iowa",2869,10.9,3.1,1481,10,3.6,1388,11.8,3.8
1400000US19109950100,19109950100,"Census Tract 9501, Kossuth County, Iowa",2391,5.6,1.6,1186,4,2.1,1205,7.1,2.1
1400000US19109950200,19109950200,"Census Tract 9502, Kossuth County, Iowa",2411,4.4,1.4,1251,3.6,1.7,1160,5.3,1.9
1400000US19109950300,19109950300,"Census Tract 9503, Kossuth County, Iowa",2332,12.8,3.7,1117,11.7,4.3,1215,13.8,4
1400000US19109950400,19109950400,"Census Tract 9504, Kossuth County, Iowa",2654,15,5.6,1240,10.9,5.6,1414,18.7,6.9
1400000US19109950500,19109950500,"Census Tract 9505, Kossuth County, Iowa",3122,8,4.3,1489,7.5,4.2,1633,8.5,5.2
1400000US19109950600,19109950600,"Census Tract 9506, Kossuth County, Iowa",2283,3.5,1.8,1242,2,1.9,1041,5.2,3.2
1400000US19111490100,19111490100,"Census Tract 4901, Lee County, Iowa",4232,16.5,5.7,2060,14.9,7,2172,18.1,5.9
1400000US19111490200,19111490200,"Census Tract 4902, Lee County, Iowa",4293,18.7,6.8,2213,14.4,5.9,2080,23.3,9.2
1400000US19111490300,19111490300,"Census Tract 4903, Lee County, Iowa",2061,10.3,5,1005,9.9,5.6,1056,10.8,6
1400000US19111490400,19111490400,"Census Tract 4904, Lee County, Iowa",2888,5.3,2.7,1432,5,2.8,1456,5.6,3
1400000US19111490500,19111490500,"Census Tract 4905, Lee County, Iowa",3588,8.5,3.8,1812,5.6,3.9,1776,11.5,4.7
1400000US19111490600,19111490600,"Census Tract 4906, Lee County, Iowa",3283,7.2,3.2,1723,5.2,3.8,1560,9.5,3.6
1400000US19111490700,19111490700,"Census Tract 4907, Lee County, Iowa",4367,11.9,4.5,2123,9,4.4,2244,14.6,6.8
1400000US19111490800,19111490800,"Census Tract 4908, Lee County, Iowa",2169,36.2,9.1,1068,28.7,10.3,1101,43.6,12.6
1400000US19111490900,19111490900,"Census Tract 4909, Lee County, Iowa",2255,30.4,10,1118,30.6,11.7,1137,30.2,12.1
1400000US19111491000,19111491000,"Census Tract 4910, Lee County, Iowa",2316,18.4,10.1,1148,13.5,8.5,1168,23.3,13
1400000US19111491100,19111491100,"Census Tract 4911, Lee County, Iowa",3034,8.5,5.3,1473,4.6,3.9,1561,12.1,6.9
1400000US19113000100,19113000100,"Census Tract 1, Linn County, Iowa",12084,5,2.1,5805,5.1,2.4,6279,4.9,2.5
1400000US19113000201,19113000201,"Census Tract 2.01, Linn County, Iowa",5689,12.5,4.8,3116,11,5.2,2573,14.3,6.4
1400000US19113000203,19113000203,"Census Tract 2.03, Linn County, Iowa",7627,2.4,1.5,3852,1.7,1.4,3775,3,1.8
1400000US19113000205,19113000205,"Census Tract 2.05, Linn County, Iowa",4068,4.9,3.3,2096,5.5,3.7,1972,4.2,3.4
1400000US19113000206,19113000206,"Census Tract 2.06, Linn County, Iowa",7480,3.2,2.2,3776,2.6,2.1,3704,3.9,2.6
1400000US19113000207,19113000207,"Census Tract 2.07, Linn County, Iowa",4956,13,6.2,2338,12.7,7.1,2618,13.2,6.5
1400000US19113000300,19113000300,"Census Tract 3, Linn County, Iowa",5456,8.2,3.6,2776,8.3,4.5,2680,8.1,4.3
1400000US19113000400,19113000400,"Census Tract 4, Linn County, Iowa",5074,1.3,1.1,2637,0.5,0.7,2437,2.2,2.2
1400000US19113000500,19113000500,"Census Tract 5, Linn County, Iowa",6134,9.5,4,3074,8.8,5.5,3060,10.2,4.2
1400000US19113000600,19113000600,"Census Tract 6, Linn County, Iowa",2933,8.5,3.8,1458,8.7,5,1475,8.3,4.3
1400000US19113000700,19113000700,"Census Tract 7, Linn County, Iowa",2190,21.5,14.5,1089,20.1,14.7,1101,22.9,15
1400000US19113000800,19113000800,"Census Tract 8, Linn County, Iowa",4538,12.3,4.9,2395,9.2,4,2143,15.8,6.8
1400000US19113000901,19113000901,"Census Tract 9.01, Linn County, Iowa",5600,7.3,3.4,2562,5.5,3.8,3038,8.8,4.2
1400000US19113000902,19113000902,"Census Tract 9.02, Linn County, Iowa",6244,1.5,1.1,2991,1,1.2,3253,2,1.5
1400000US19113001001,19113001001,"Census Tract 10.01, Linn County, Iowa",4042,4.2,2.2,2002,4.3,3,2040,4,2.5
1400000US19113001002,19113001002,"Census Tract 10.02, Linn County, Iowa",3827,12.6,4.7,1954,13.5,5.1,1873,11.6,5.3
1400000US19113001003,19113001003,"Census Tract 10.03, Linn County, Iowa",6771,23.9,6.2,2990,17.1,5.2,3781,29.3,8.7
1400000US19113001101,19113001101,"Census Tract 11.01, Linn County, Iowa",3730,3.6,3.7,1736,0.4,0.7,1994,6.5,6.7
1400000US19113001102,19113001102,"Census Tract 11.02, Linn County, Iowa",3229,12.9,7.8,1587,11.6,8.8,1642,14.3,8.2
1400000US19113001200,19113001200,"Census Tract 12, Linn County, Iowa",1333,17.9,14.1,648,21.8,17.7,685,14.3,11.4
1400000US19113001300,19113001300,"Census Tract 13, Linn County, Iowa",3305,12.4,5.3,1636,13.4,6.9,1669,11.3,6.2
1400000US19113001400,19113001400,"Census Tract 14, Linn County, Iowa",3353,9,8.2,1578,7,5.2,1775,10.8,11.6
1400000US19113001500,19113001500,"Census Tract 15, Linn County, Iowa",2882,3.7,1.9,1434,2.3,2.2,1448,5.1,3.3
1400000US19113001600,19113001600,"Census Tract 16, Linn County, Iowa",5538,5.6,2.6,2719,2.9,2.8,2819,8.1,4.4
1400000US19113001700,19113001700,"Census Tract 17, Linn County, Iowa",6579,10.3,4.3,3287,12.7,6,3292,7.9,3.8
1400000US19113001800,19113001800,"Census Tract 18, Linn County, Iowa",3278,12.7,6.2,1686,8.2,5.3,1592,17.3,8.8
1400000US19113001900,19113001900,"Census Tract 19, Linn County, Iowa",1637,37.5,10.6,917,36.3,11,720,39,14.9
1400000US19113002200,19113002200,"Census Tract 22, Linn County, Iowa",1933,29.3,9.3,989,27.2,10.3,944,31.6,11.5
1400000US19113002300,19113002300,"Census Tract 23, Linn County, Iowa",4103,20.1,7.3,2027,13.9,7.1,2076,26.2,8.5
1400000US19113002400,19113002400,"Census Tract 24, Linn County, Iowa",3840,7,5.2,1760,5.1,4.1,2080,8.6,7
1400000US19113002500,19113002500,"Census Tract 25, Linn County, Iowa",2930,15.7,7,1285,16.3,8.6,1645,15.3,7.8
1400000US19113002600,19113002600,"Census Tract 26, Linn County, Iowa",2674,17.4,7,1457,14.6,7.6,1217,20.8,8.2
1400000US19113002700,19113002700,"Census Tract 27, Linn County, Iowa",1540,36.8,8.7,813,28.3,9,727,46.4,17
1400000US19113002800,19113002800,"Census Tract 28, Linn County, Iowa",3513,9.7,4.4,1685,4.7,3.2,1828,14.4,7.4
1400000US19113002900,19113002900,"Census Tract 29, Linn County, Iowa",4845,16.7,5.9,2246,16.1,7.7,2599,17.2,6
1400000US19113003001,19113003001,"Census Tract 30.01, Linn County, Iowa",9233,10.4,3,4442,9.8,3.3,4791,10.9,3.5
1400000US19113003002,19113003002,"Census Tract 30.02, Linn County, Iowa",6929,25.6,4,3354,21.3,5.1,3575,29.7,5.6
1400000US19113010100,19113010100,"Census Tract 101, Linn County, Iowa",2827,10.6,3.6,1524,12.3,4.6,1303,8.7,5.1
1400000US19113010200,19113010200,"Census Tract 102, Linn County, Iowa",4483,5.6,1.9,2332,5.4,2.2,2151,5.8,2.7
1400000US19113010300,19113010300,"Census Tract 103, Linn County, Iowa",3692,7.3,3.1,1847,7.3,3.9,1845,7.3,3.1
1400000US19113010400,19113010400,"Census Tract 104, Linn County, Iowa",2837,4.6,2.2,1386,2.7,1.9,1451,6.4,3.2
1400000US19113010500,19113010500,"Census Tract 105, Linn County, Iowa",3671,14,5,1543,10.6,5.2,2128,16.5,6.3
1400000US19113010600,19113010600,"Census Tract 106, Linn County, Iowa",6234,1.5,0.9,3215,1.7,1.4,3019,1.3,1.2
1400000US19113010700,19113010700,"Census Tract 107, Linn County, Iowa",5672,1.6,0.6,2690,1.8,1,2982,1.4,0.8
